,syll,next_syll,size,emp_tp,tp,next_vec,rec,mse,eucl,familiar,pair,n_data,n_model
10,bi,ta,29.0,0.20863309352517986,0.1,[0 0 1 0 0 0 0 0 0 0 0 0],"[ 1.9293696e-01 -1.0343641e-04  2.0717645e-01  2.0677596e-04
  1.8555896e-01 -1.5455484e-04  1.0746238e-01  4.8908405e-05
  2.9665604e-04  4.9947187e-02  2.5019643e-01 -1.1329353e-04]",0.0647389416499236,0.8814007600399963,1,bi_ta,0,0
11,bi,ta,29.0,0.20863309352517986,0.1,[0 0 1 0 0 0 0 0 0 0 0 0],"[ 1.9293696e-01 -1.0343641e-04  2.0717645e-01  2.0677596e-04
  1.8555896e-01 -1.5455484e-04  1.0746238e-01  4.8908405e-05
  2.9665604e-04  4.9947187e-02  2.5019643e-01 -1.1329353e-04]",0.0647389416499236,0.8814007600399963,1,bi_ta,0,0
12,bi,ti,15.0,0.1079136690647482,0.1,[0 0 0 0 0 0 1 0 0 0 0 0],"[ 1.9293696e-01 -1.0343641e-04  2.0717645e-01  2.0677596e-04
  1.8555896e-01 -1.5455484e-04  1.0746238e-01  4.8908405e-05
  2.9665604e-04  4.9947187e-02  2.5019643e-01 -1.1329353e-04]",0.08135795340968159,0.9880766371674715,1,bi_ti,0,0
13,bi,tu,35.0,0.2517985611510791,0.1,[0 0 0 0 0 0 0 0 0 0 1 0],"[ 1.9293696e-01 -1.0343641e-04  2.0717645e-01  2.0677596e-04
  1.8555896e-01 -1.5455484e-04  1.0746238e-01  4.8908405e-05
  2.9665604e-04  4.9947187e-02  2.5019643e-01 -1.1329353e-04]",0.057568944951226185,0.8311602369066474,1,bi_tu,0,0
14,bi,tu,35.0,0.2517985611510791,0.1,[0 0 0 0 0 0 0 0 0 0 1 0],"[ 1.9293696e-01 -1.0343641e-04  2.0717645e-01  2.0677596e-04
  1.8555896e-01 -1.5455484e-04  1.0746238e-01  4.8908405e-05
  2.9665604e-04  4.9947187e-02  2.5019643e-01 -1.1329353e-04]",0.057568944951226185,0.8311602369066474,1,bi_tu,0,0
15,bu,pa,65.0,0.49242424242424243,0.5,[1 0 0 0 0 0 0 0 0 0 0 0],"[ 4.9239862e-01 -5.3685158e-05  1.2808852e-04  3.5360456e-05
  3.3786520e-05 -8.1792474e-05 -8.0477446e-05 -8.7283552e-06
  5.0776201e-01 -1.4090724e-04 -8.9466572e-05 -8.4571540e-05]",0.04295679125058242,0.7179703998125473,1,bu_pa,0,0
16,bu,pu,67.0,0.5075757575757576,0.5,[0 0 0 0 0 0 0 0 1 0 0 0],"[ 4.9239862e-01 -5.3685158e-05  1.2808852e-04  3.5360456e-05
  3.3786520e-05 -8.1792474e-05 -8.0477446e-05 -8.7283552e-06
  5.0776201e-01 -1.4090724e-04 -8.9466572e-05 -8.4571540e-05]",0.040396225381568944,0.6962432797369231,1,bu_pu,0,0
17,da,ta,75.0,1.0,1.0,[0 0 1 0 0 0 0 0 0 0 0 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",1.2331935179474054e-08,0.00038468587464798946,1,da_ta,0,0
18,pa,bi,65.0,0.4961832061068702,0.5,[0 0 0 0 0 1 0 0 0 0 0 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.042300143687421264,0.7124617352876259,1,pa_bi,0,0
19,pa,ta,66.0,0.5038167938931297,0.5,[0 0 1 0 0 0 0 0 0 0 0 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.04103799546608744,0.7017520542136299,1,pa_ta,0,0
20,pi,da,75.0,1.0,1.0,[0 0 0 1 0 0 0 0 0 0 0 0],"[ 1.10834837e-04  6.46263361e-05  1.47467479e-04  1.00015724e+00
  7.81547278e-05  1.26801431e-04 -6.71744347e-05 -4.06252220e-05
 -1.15939416e-04 -3.65553424e-05 -2.23442912e-05 -1.72927976e-05]",8.90476665054279e-09,0.00032689019533554915,1,pi_da,0,0
21,pu,bu,28.0,0.2014388489208633,0.1,[0 0 0 0 0 0 0 0 0 1 0 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.0649571146113904,0.8828846897170008,1,pu_bu,0,0
22,pu,bu,28.0,0.2014388489208633,0.1,[0 0 0 0 0 0 0 0 0 1 0 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.0649571146113904,0.8828846897170008,1,pu_bu,0,0
23,pu,pa,22.0,0.15827338129496402,0.1,[1 0 0 0 0 0 0 0 0 0 0 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.07216090962720233,0.9305540905967948,1,pu_pa,0,0
24,pu,pa,22.0,0.15827338129496402,0.1,[1 0 0 0 0 0 0 0 0 0 0 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.07216090962720233,0.9305540905967948,1,pu_pa,0,0
25,pu,pi,28.0,0.2014388489208633,0.1,[0 0 0 0 1 0 0 0 0 0 0 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.06500875706903456,0.8832355771980738,1,pu_pi,0,0
26,pu,pi,28.0,0.2014388489208633,0.1,[0 0 0 0 1 0 0 0 0 0 0 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.06500875706903456,0.8832355771980738,1,pu_pi,0,0
27,pu,ta,14.0,0.10071942446043165,0.1,[0 0 1 0 0 0 0 0 0 0 0 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.08184169362418171,0.9910097494425474,1,pu_ta,0,0
28,pu,ti,33.0,0.23741007194244604,0.1,[0 0 0 0 0 0 1 0 0 0 0 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.059035912210070284,0.8416834004070908,1,pu_ti,0,0
29,pu,ti,33.0,0.23741007194244604,0.1,[0 0 0 0 0 0 1 0 0 0 0 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.059035912210070284,0.8416834004070908,1,pu_ti,0,0
30,pu,tu,14.0,0.10071942446043165,0.1,[0 0 0 0 0 0 0 0 0 0 1 0],"[ 1.58444524e-01  6.75506890e-05  1.00359820e-01 -1.23813748e-04
  2.01357439e-01  8.38562846e-05  2.37194508e-01 -1.01150945e-05
 -8.05611722e-04  2.01667294e-01  1.00830287e-01  1.71214342e-04]",0.08176328247221627,0.9905349007816914,1,pu_tu,0,0
31,ta,ba,66.0,0.3173076923076923,0.3333333333333333,[0 1 0 0 0 0 0 0 0 0 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.05305864559986978,0.7979371824889712,1,ta_ba,0,0
32,ta,bu,80.0,0.38461538461538464,0.3333333333333333,[0 0 0 0 0 0 0 0 0 1 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.04185763644555002,0.708725361015535,1,ta_bu,0,0
33,ta,bu,80.0,0.38461538461538464,0.047619047619047616,[0 0 0 0 0 0 0 0 0 1 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.04185763644555002,0.708725361015535,1,ta_bu,0,0
34,ta,pa,16.0,0.07692307692307693,0.047619047619047616,[1 0 0 0 0 0 0 0 0 0 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.09313339141387532,1.0571663525512454,1,ta_pa,0,0
35,ta,ta,12.0,0.057692307692307696,0.047619047619047616,[0 0 1 0 0 0 0 0 0 0 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.09632418699442137,1.0751233621929424,1,ta_ta,0,0
36,ta,ti,19.0,0.09134615384615384,0.047619047619047616,[0 0 0 0 0 0 1 0 0 0 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.09071373837569147,1.0433431173436176,1,ta_ti,0,0
37,ta,tu,15.0,0.07211538461538461,0.047619047619047616,[0 0 0 0 0 0 0 0 0 0 1 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.09392932079612006,1.0616740787800372,1,ta_tu,0,0
38,ti,pu,72.0,0.4897959183673469,0.5,[0 0 0 0 0 0 0 0 1 0 0 0],"[ 4.6651810e-05  3.0085444e-05 -4.7313049e-05  2.1267682e-05
  8.3187595e-05  9.3005598e-05 -1.1877343e-04  5.7100318e-05
  4.8971659e-01 -6.9234520e-06  5.1003420e-01 -1.2733042e-05]",0.04337700723097776,0.7214735523716259,1,ti_pu,0,0
39,ti,tu,75.0,0.5102040816326531,0.5,[0 0 0 0 0 0 0 0 0 0 1 0],"[ 4.6651810e-05  3.0085444e-05 -4.7313049e-05  2.1267682e-05
  8.3187595e-05  9.3005598e-05 -1.1877343e-04  5.7100318e-05
  4.8971659e-01 -6.9234520e-06  5.1003420e-01 -1.2733042e-05]",0.03999073821789081,0.6927401089980929,1,ti_tu,0,0
40,tu,bi,75.0,0.5102040816326531,0.5,[0 0 0 0 0 1 0 0 0 0 0 0],"[ 2.23927200e-05  7.17118382e-06  1.12501904e-04  2.03900039e-04
  2.15508044e-06  5.10126173e-01  4.89861399e-01  1.29464082e-04
  1.53574161e-04 -1.89641491e-04 -3.80687416e-05  9.19699669e-05]",0.03999505808893964,0.6927775235003483,1,tu_bi,0,0
41,tu,ti,72.0,0.4897959183673469,0.5,[0 0 0 0 0 0 1 0 0 0 0 0],"[ 2.23927200e-05  7.17118382e-06  1.12501904e-04  2.03900039e-04
  2.15508044e-06  5.10126173e-01  4.89861399e-01  1.29464082e-04
  1.53574161e-04 -1.89641491e-04 -3.80687416e-05  9.19699669e-05]",0.043372520515761036,0.7214362384778937,1,tu_ti,0,0
42,pa,pa,,0.0,0.0,[1 0 0 0 0 0 0 0 0 0 0 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.12499592400937694,1.2247249030343603,0,pa_pa,0,0
43,pa,ba,,0.0,0.0,[0 1 0 0 0 0 0 0 0 0 0 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.12498513743131774,1.2246720578080537,0,pa_ba,0,0
44,pa,da,,0.0,0.0,[0 0 0 1 0 0 0 0 0 0 0 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.1250071172649604,1.2247797382303174,0,pa_da,0,0
45,pa,pi,,0.0,0.0,[0 0 0 0 1 0 0 0 0 0 0 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.125000204057489,1.2247458710646335,0,pa_pi,0,0
46,pa,ti,,0.0,0.0,[0 0 0 0 0 0 1 0 0 0 0 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.12498211622088568,1.2246572559906825,0,pa_ti,0,0
47,pa,pu,,0.0,0.0,[0 0 0 0 0 0 0 0 1 0 0 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.1250502612488907,1.224991075472262,0,pa_pu,0,0
48,pa,bu,,0.0,0.0,[0 0 0 0 0 0 0 0 0 1 0 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.125007634769871,1.2247822734014615,0,pa_bu,0,0
49,pa,tu,,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 1 0],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.1249972235148094,1.2247312693720662,0,pa_tu,0,0
50,pa,du,,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 1],"[-7.4394047e-06  5.7280064e-05  5.0374013e-01 -7.4598938e-05
 -3.3119693e-05  4.9616724e-01  7.5407326e-05 -1.8325634e-05
 -3.3346284e-04 -7.7703968e-05 -1.5236437e-05 -1.5105307e-04]",0.12501985962042628,1.224842159400596,0,pa_du,0,0
51,ba,pa,,0.0,0.0,[1 0 0 0 0 0 0 0 0 0 0 0],"[ 7.27284700e-04 -6.51136041e-04  1.81637913e-01  3.57218087e-04
  3.18643540e-01  4.21226025e-04  1.20953016e-01  3.05126421e-04
  1.65630784e-03  2.56917268e-01  1.20420180e-01 -2.97494233e-04]",0.1023510654278708,1.1082476190520103,0,ba_pa,0,0
52,ba,ba,,0.0,0.0,[0 1 0 0 0 0 0 0 0 0 0 0],"[ 7.27284700e-04 -6.51136041e-04  1.81637913e-01  3.57218087e-04
  3.18643540e-01  4.21226025e-04  1.20953016e-01  3.05126421e-04
  1.65630784e-03  2.56917268e-01  1.20420180e-01 -2.97494233e-04]",0.1025808022179318,1.1094907059616055,0,ba_ba,0,0
53,ba,da,,0.0,0.0,[0 0 0 1 0 0 0 0 0 0 0 0],"[ 7.27284700e-04 -6.51136041e-04  1.81637913e-01  3.57218087e-04
  3.18643540e-01  4.21226025e-04  1.20953016e-01  3.05126421e-04
  1.65630784e-03  2.56917268e-01  1.20420180e-01 -2.97494233e-04]",0.10241274319669728,1.108581489273733,0,ba_da,0,0
54,ba,bi,,0.0,0.0,[0 0 0 0 0 1 0 0 0 0 0 0],"[ 7.27284700e-04 -6.51136041e-04  1.81637913e-01  3.57218087e-04
  3.18643540e-01  4.21226025e-04  1.20953016e-01  3.05126421e-04
  1.65630784e-03  2.56917268e-01  1.20420180e-01 -2.97494233e-04]",0.10240207520704592,1.1085237491747983,0,ba_bi,0,0
55,ba,pu,,0.0,0.0,[0 0 0 0 0 0 0 0 1 0 0 0],"[ 7.27284700e-04 -6.51136041e-04  1.81637913e-01  3.57218087e-04
  3.18643540e-01  4.21226025e-04  1.20953016e-01  3.05126421e-04
  1.65630784e-03  2.56917268e-01  1.20420180e-01 -2.97494233e-04]",0.10219622823800767,1.1074090205773528,0,ba_pu,0,0
56,ba,du,,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 1],"[ 7.27284700e-04 -6.51136041e-04  1.81637913e-01  3.57218087e-04
  3.18643540e-01  4.21226025e-04  1.20953016e-01  3.05126421e-04
  1.65630784e-03  2.56917268e-01  1.20420180e-01 -2.97494233e-04]",0.10252186191659296,1.109171917693157,0,ba_du,0,0
57,ta,da,,0.0,0.0,[0 0 0 1 0 0 0 0 0 0 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.10595029738921712,1.1275653278948434,0,ta_da,0,0
58,ta,pi,,0.0,0.0,[0 0 0 0 1 0 0 0 0 0 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.10595816178747802,1.1276071751499883,0,ta_pi,0,0
59,ta,bi,,0.0,0.0,[0 0 0 0 0 1 0 0 0 0 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.10595992353934834,1.1276165493961945,0,ta_bi,0,0
60,ta,pu,,0.0,0.0,[0 0 0 0 0 0 0 0 1 0 0 0],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.10595435748998115,1.1275869322938137,0,ta_pu,0,0
61,ta,du,,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 0 1],"[ 7.6920718e-02  3.1736919e-01  5.7775944e-02  1.9282103e-05
 -2.7904287e-05 -3.8474798e-05  9.1438636e-02  3.7371181e-05
 -5.0785020e-06  3.8457525e-01  7.2145142e-02  2.8349459e-05]",0.10594878616311937,1.1275572863306913,0,ta_du,0,0
62,da,pa,,0.0,0.0,[1 0 0 0 0 0 0 0 0 0 0 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",0.16664901801817858,1.4141386835166283,0,da_pa,0,0
63,da,ba,,0.0,0.0,[0 1 0 0 0 0 0 0 0 0 0 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",0.16662919388585531,1.4140545698912272,0,da_ba,0,0
64,da,da,,0.0,0.0,[0 0 0 1 0 0 0 0 0 0 0 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",0.16666975112133461,1.4142266485454218,0,da_da,0,0
65,da,pi,,0.0,0.0,[0 0 0 0 1 0 0 0 0 0 0 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",0.16664935733003658,1.4141401231704158,0,da_pi,0,0
66,da,bi,,0.0,0.0,[0 0 0 0 0 1 0 0 0 0 0 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",0.1666918110487187,1.4143202369281946,0,da_bi,0,0
67,da,ti,,0.0,0.0,[0 0 0 0 0 0 1 0 0 0 0 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",0.16665260112656397,1.4141538860812735,0,da_ti,0,0
68,da,pu,,0.0,0.0,[0 0 0 0 0 0 0 0 1 0 0 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",0.1666857222169463,1.4142944059153157,0,da_pu,0,0
69,da,bu,,0.0,0.0,[0 0 0 0 0 0 0 0 0 1 0 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",0.16666088679306948,1.414189040233601,0,da_bu,0,0
70,da,tu,,0.0,0.0,[0 0 0 0 0 0 0 0 0 0 1 0],"[ 1.4770776e-05  1.3371557e-04  9.9990880e-01 -1.0962784e-04
  1.2734905e-05 -2.4198741e-04 -6.7278743e-06  3.5825185e-05
 -2.0545442e-04 -5.6441873e-05  6.3885003e-05  4.8056245e-06]",0.1666408323136294,1.4141039522480492,0,da_tu,0,0
