,tp,condition,model_num,ae_mse,word,epochs,exp,model_type
0,1.0,word,6,8.702174,pa-bi-ku,64,1,acoustic
1,1.0,word,6,8.606063,ti-bu-do,64,1,acoustic
2,0.75,part-word,6,6.4569206,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,6,41.332333,pi-go-la,64,1,acoustic
0,1.0,word,7,8.662902,pa-bi-ku,64,1,acoustic
1,1.0,word,7,6.701192,ti-bu-do,64,1,acoustic
2,0.75,part-word,7,4.6591563,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,7,37.778275,pi-go-la,64,1,acoustic
0,1.0,word,8,8.694883,pa-bi-ku,64,1,acoustic
1,1.0,word,8,8.011322,ti-bu-do,64,1,acoustic
2,0.75,part-word,8,5.9596443,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,8,39.660286,pi-go-la,64,1,acoustic
0,1.0,word,9,8.647985,pa-bi-ku,64,1,acoustic
1,1.0,word,9,8.572687,ti-bu-do,64,1,acoustic
2,0.75,part-word,9,6.408492,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,9,41.256966,pi-go-la,64,1,acoustic
0,1.0,word,10,8.650598,pa-bi-ku,64,1,acoustic
1,1.0,word,10,7.1515436,ti-bu-do,64,1,acoustic
2,0.75,part-word,10,4.9480886,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,10,38.39246,pi-go-la,64,1,acoustic
0,1.0,word,11,8.669226,pa-bi-ku,64,1,acoustic
1,1.0,word,11,8.623017,ti-bu-do,64,1,acoustic
2,0.75,part-word,11,6.4682217,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,11,41.18925,pi-go-la,64,1,acoustic
0,1.0,word,12,8.653707,pa-bi-ku,64,1,acoustic
1,1.0,word,12,8.442817,ti-bu-do,64,1,acoustic
2,0.75,part-word,12,6.3440304,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,12,40.77433,pi-go-la,64,1,acoustic
0,1.0,word,13,8.747372,pa-bi-ku,64,1,acoustic
1,1.0,word,13,7.9661407,ti-bu-do,64,1,acoustic
2,0.75,part-word,13,5.7537484,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,13,39.766026,pi-go-la,64,1,acoustic
0,1.0,word,14,8.689879,pa-bi-ku,64,1,acoustic
1,1.0,word,14,7.9433875,ti-bu-do,64,1,acoustic
2,0.75,part-word,14,5.638672,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,14,40.06314,pi-go-la,64,1,acoustic
0,1.0,word,15,8.66081,pa-bi-ku,64,1,acoustic
1,1.0,word,15,6.8134594,ti-bu-do,64,1,acoustic
2,0.75,part-word,15,4.64293,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,15,38.031075,pi-go-la,64,1,acoustic
0,1.0,word,16,8.644808,pa-bi-ku,64,1,acoustic
1,1.0,word,16,8.402324,ti-bu-do,64,1,acoustic
2,0.75,part-word,16,6.265848,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,16,40.862732,pi-go-la,64,1,acoustic
0,1.0,word,17,9.025127,pa-bi-ku,64,1,acoustic
1,1.0,word,17,7.3847103,ti-bu-do,64,1,acoustic
2,0.75,part-word,17,5.347476,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,17,38.25594,pi-go-la,64,1,acoustic
0,1.0,word,18,8.781931,pa-bi-ku,64,1,acoustic
1,1.0,word,18,7.8982964,ti-bu-do,64,1,acoustic
2,0.75,part-word,18,5.664845,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,18,39.644474,pi-go-la,64,1,acoustic
0,1.0,word,19,8.660084,pa-bi-ku,64,1,acoustic
1,1.0,word,19,8.658224,ti-bu-do,64,1,acoustic
2,0.75,part-word,19,6.4880447,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,19,41.55764,pi-go-la,64,1,acoustic
0,1.0,word,20,8.651788,pa-bi-ku,64,1,acoustic
1,1.0,word,20,8.443457,ti-bu-do,64,1,acoustic
2,0.75,part-word,20,6.3307314,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,20,40.696907,pi-go-la,64,1,acoustic
0,1.0,word,21,8.726947,pa-bi-ku,64,1,acoustic
1,1.0,word,21,8.188239,ti-bu-do,64,1,acoustic
2,0.75,part-word,21,5.9755316,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,21,40.64878,pi-go-la,64,1,acoustic
0,1.0,word,22,8.68861,pa-bi-ku,64,1,acoustic
1,1.0,word,22,7.9345894,ti-bu-do,64,1,acoustic
2,0.75,part-word,22,5.7892084,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,22,39.91889,pi-go-la,64,1,acoustic
0,1.0,word,23,8.624303,pa-bi-ku,64,1,acoustic
1,1.0,word,23,8.773256,ti-bu-do,64,1,acoustic
2,0.75,part-word,23,6.598884,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,23,41.844437,pi-go-la,64,1,acoustic
0,1.0,word,24,8.83084,pa-bi-ku,64,1,acoustic
1,1.0,word,24,6.651602,ti-bu-do,64,1,acoustic
2,0.75,part-word,24,4.6084404,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,24,37.477737,pi-go-la,64,1,acoustic
0,1.0,word,25,8.766326,pa-bi-ku,64,1,acoustic
1,1.0,word,25,8.004848,ti-bu-do,64,1,acoustic
2,0.75,part-word,25,5.8734756,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,25,39.6494,pi-go-la,64,1,acoustic
0,1.0,word,26,8.682944,pa-bi-ku,64,1,acoustic
1,1.0,word,26,6.8589296,ti-bu-do,64,1,acoustic
2,0.75,part-word,26,4.846896,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,26,37.487774,pi-go-la,64,1,acoustic
0,1.0,word,27,8.73422,pa-bi-ku,64,1,acoustic
1,1.0,word,27,5.570915,ti-bu-do,64,1,acoustic
2,0.75,part-word,27,3.9462557,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,27,36.391083,pi-go-la,64,1,acoustic
0,1.0,word,28,8.646911,pa-bi-ku,64,1,acoustic
1,1.0,word,28,7.0005455,ti-bu-do,64,1,acoustic
2,0.75,part-word,28,4.832636,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,28,38.33365,pi-go-la,64,1,acoustic
0,1.0,word,29,8.640315,pa-bi-ku,64,1,acoustic
1,1.0,word,29,8.788568,ti-bu-do,64,1,acoustic
2,0.75,part-word,29,6.5819325,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,29,41.8161,pi-go-la,64,1,acoustic
0,1.0,word,30,8.67518,pa-bi-ku,64,1,acoustic
1,1.0,word,30,9.019957,ti-bu-do,64,1,acoustic
2,0.75,part-word,30,6.7702622,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,30,42.42519,pi-go-la,64,1,acoustic
0,1.0,word,31,8.678446,pa-bi-ku,64,1,acoustic
1,1.0,word,31,8.102302,ti-bu-do,64,1,acoustic
2,0.75,part-word,31,5.97886,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,31,40.079643,pi-go-la,64,1,acoustic
0,1.0,word,32,8.742207,pa-bi-ku,64,1,acoustic
1,1.0,word,32,8.476937,ti-bu-do,64,1,acoustic
2,0.75,part-word,32,6.215379,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,32,41.197784,pi-go-la,64,1,acoustic
0,1.0,word,33,8.626909,pa-bi-ku,64,1,acoustic
1,1.0,word,33,8.738655,ti-bu-do,64,1,acoustic
2,0.75,part-word,33,6.568308,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,33,41.77719,pi-go-la,64,1,acoustic
0,1.0,word,34,8.693877,pa-bi-ku,64,1,acoustic
1,1.0,word,34,8.255808,ti-bu-do,64,1,acoustic
2,0.75,part-word,34,6.2035913,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,34,40.23095,pi-go-la,64,1,acoustic
0,1.0,word,35,8.650877,pa-bi-ku,64,1,acoustic
1,1.0,word,35,8.854301,ti-bu-do,64,1,acoustic
2,0.75,part-word,35,6.642145,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,35,42.013386,pi-go-la,64,1,acoustic
0,1.0,word,36,8.662523,pa-bi-ku,64,1,acoustic
1,1.0,word,36,8.609429,ti-bu-do,64,1,acoustic
2,0.75,part-word,36,6.4721537,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,36,41.31172,pi-go-la,64,1,acoustic
0,1.0,word,37,8.658712,pa-bi-ku,64,1,acoustic
1,1.0,word,37,8.965237,ti-bu-do,64,1,acoustic
2,0.75,part-word,37,6.719036,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,37,42.29738,pi-go-la,64,1,acoustic
0,1.0,word,38,8.688274,pa-bi-ku,64,1,acoustic
1,1.0,word,38,7.982397,ti-bu-do,64,1,acoustic
2,0.75,part-word,38,5.97797,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,38,39.07988,pi-go-la,64,1,acoustic
0,1.0,word,39,8.655599,pa-bi-ku,64,1,acoustic
1,1.0,word,39,8.777933,ti-bu-do,64,1,acoustic
2,0.75,part-word,39,6.573904,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,39,41.70475,pi-go-la,64,1,acoustic
0,1.0,word,40,8.682095,pa-bi-ku,64,1,acoustic
1,1.0,word,40,8.982473,ti-bu-do,64,1,acoustic
2,0.75,part-word,40,6.7352037,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,40,42.370087,pi-go-la,64,1,acoustic
0,1.0,word,41,8.550844,pa-bi-ku,64,1,acoustic
1,1.0,word,41,6.5235653,ti-bu-do,64,1,acoustic
2,0.75,part-word,41,4.429619,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,41,37.43715,pi-go-la,64,1,acoustic
0,1.0,word,42,8.698593,pa-bi-ku,64,1,acoustic
1,1.0,word,42,8.023714,ti-bu-do,64,1,acoustic
2,0.75,part-word,42,5.9657345,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,42,39.58474,pi-go-la,64,1,acoustic
0,1.0,word,43,8.717714,pa-bi-ku,64,1,acoustic
1,1.0,word,43,7.90974,ti-bu-do,64,1,acoustic
2,0.75,part-word,43,5.693729,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,43,39.94933,pi-go-la,64,1,acoustic
0,1.0,word,44,8.676929,pa-bi-ku,64,1,acoustic
1,1.0,word,44,6.6501074,ti-bu-do,64,1,acoustic
2,0.75,part-word,44,4.7041883,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,44,36.575157,pi-go-la,64,1,acoustic
0,1.0,word,45,8.65119,pa-bi-ku,64,1,acoustic
1,1.0,word,45,8.809438,ti-bu-do,64,1,acoustic
2,0.75,part-word,45,6.6100607,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,45,41.977043,pi-go-la,64,1,acoustic
0,1.0,word,46,8.729175,pa-bi-ku,64,1,acoustic
1,1.0,word,46,7.768075,ti-bu-do,64,1,acoustic
2,0.75,part-word,46,5.587373,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,46,39.68042,pi-go-la,64,1,acoustic
0,1.0,word,47,8.683963,pa-bi-ku,64,1,acoustic
1,1.0,word,47,8.688181,ti-bu-do,64,1,acoustic
2,0.75,part-word,47,6.506204,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,47,41.411415,pi-go-la,64,1,acoustic
0,1.0,word,48,8.721369,pa-bi-ku,64,1,acoustic
1,1.0,word,48,7.9716206,ti-bu-do,64,1,acoustic
2,0.75,part-word,48,5.8082905,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,48,39.986557,pi-go-la,64,1,acoustic
0,1.0,word,49,8.740143,pa-bi-ku,64,1,acoustic
1,1.0,word,49,7.753517,ti-bu-do,64,1,acoustic
2,0.75,part-word,49,5.5517883,tu-da-ro,64,1,acoustic
3,0.752808988764045,part-word,49,39.19819,pi-go-la,64,1,acoustic
0,1.0,word,0,8.634079,pa-bi-ku,128,1,acoustic
1,1.0,word,0,4.1969223,ti-bu-do,128,1,acoustic
2,0.75,part-word,0,3.6838317,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,0,41.3452,pi-go-la,128,1,acoustic
0,1.0,word,1,7.387375,pa-bi-ku,128,1,acoustic
1,1.0,word,1,3.6862829,ti-bu-do,128,1,acoustic
2,0.75,part-word,1,4.446194,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,1,39.584797,pi-go-la,128,1,acoustic
0,1.0,word,2,8.344943,pa-bi-ku,128,1,acoustic
1,1.0,word,2,4.1159406,ti-bu-do,128,1,acoustic
2,0.75,part-word,2,3.9140162,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,2,40.316143,pi-go-la,128,1,acoustic
0,1.0,word,3,8.121298,pa-bi-ku,128,1,acoustic
1,1.0,word,3,6.674347,ti-bu-do,128,1,acoustic
2,0.75,part-word,3,5.1782594,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,3,46.37908,pi-go-la,128,1,acoustic
0,1.0,word,4,7.6226025,pa-bi-ku,128,1,acoustic
1,1.0,word,4,3.9477944,ti-bu-do,128,1,acoustic
2,0.75,part-word,4,4.350592,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,4,38.036003,pi-go-la,128,1,acoustic
0,1.0,word,5,7.4378653,pa-bi-ku,128,1,acoustic
1,1.0,word,5,4.7102537,ti-bu-do,128,1,acoustic
2,0.75,part-word,5,3.4674625,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,5,43.30037,pi-go-la,128,1,acoustic
0,1.0,word,6,8.730965,pa-bi-ku,128,1,acoustic
1,1.0,word,6,5.0653896,ti-bu-do,128,1,acoustic
2,0.75,part-word,6,3.5986278,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,6,47.944054,pi-go-la,128,1,acoustic
0,1.0,word,7,8.014173,pa-bi-ku,128,1,acoustic
1,1.0,word,7,4.024579,ti-bu-do,128,1,acoustic
2,0.75,part-word,7,3.8464599,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,7,40.252666,pi-go-la,128,1,acoustic
0,1.0,word,8,8.996083,pa-bi-ku,128,1,acoustic
1,1.0,word,8,4.4342346,ti-bu-do,128,1,acoustic
2,0.75,part-word,8,3.602343,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,8,41.542,pi-go-la,128,1,acoustic
0,1.0,word,9,8.574934,pa-bi-ku,128,1,acoustic
1,1.0,word,9,5.080387,ti-bu-do,128,1,acoustic
2,0.75,part-word,9,3.8087187,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,9,42.15902,pi-go-la,128,1,acoustic
0,1.0,word,10,7.8458033,pa-bi-ku,128,1,acoustic
1,1.0,word,10,3.896776,ti-bu-do,128,1,acoustic
2,0.75,part-word,10,4.0831356,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,10,43.28437,pi-go-la,128,1,acoustic
0,1.0,word,11,8.398398,pa-bi-ku,128,1,acoustic
1,1.0,word,11,5.101535,ti-bu-do,128,1,acoustic
2,0.75,part-word,11,3.83955,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,11,45.460922,pi-go-la,128,1,acoustic
0,1.0,word,12,8.567074,pa-bi-ku,128,1,acoustic
1,1.0,word,12,4.6105833,ti-bu-do,128,1,acoustic
2,0.75,part-word,12,3.4859428,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,12,41.62923,pi-go-la,128,1,acoustic
0,1.0,word,13,8.502893,pa-bi-ku,128,1,acoustic
1,1.0,word,13,4.1138663,ti-bu-do,128,1,acoustic
2,0.75,part-word,13,3.8789601,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,13,41.060497,pi-go-la,128,1,acoustic
0,1.0,word,14,7.5960636,pa-bi-ku,128,1,acoustic
1,1.0,word,14,4.2827177,ti-bu-do,128,1,acoustic
2,0.75,part-word,14,4.205415,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,14,47.05425,pi-go-la,128,1,acoustic
0,1.0,word,15,7.7984276,pa-bi-ku,128,1,acoustic
1,1.0,word,15,3.899798,ti-bu-do,128,1,acoustic
2,0.75,part-word,15,4.0975547,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,15,39.357807,pi-go-la,128,1,acoustic
0,1.0,word,16,7.6183243,pa-bi-ku,128,1,acoustic
1,1.0,word,16,4.5818415,ti-bu-do,128,1,acoustic
2,0.75,part-word,16,3.933732,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,16,41.44868,pi-go-la,128,1,acoustic
0,1.0,word,17,7.1773114,pa-bi-ku,128,1,acoustic
1,1.0,word,17,3.9938955,ti-bu-do,128,1,acoustic
2,0.75,part-word,17,4.252013,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,17,40.593452,pi-go-la,128,1,acoustic
0,1.0,word,18,8.304016,pa-bi-ku,128,1,acoustic
1,1.0,word,18,4.0621066,ti-bu-do,128,1,acoustic
2,0.75,part-word,18,4.0656853,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,18,39.35913,pi-go-la,128,1,acoustic
0,1.0,word,19,7.859389,pa-bi-ku,128,1,acoustic
1,1.0,word,19,4.242429,ti-bu-do,128,1,acoustic
2,0.75,part-word,19,3.854438,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,19,44.817886,pi-go-la,128,1,acoustic
0,1.0,word,20,8.128357,pa-bi-ku,128,1,acoustic
1,1.0,word,20,4.09021,ti-bu-do,128,1,acoustic
2,0.75,part-word,20,3.649969,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,20,45.537327,pi-go-la,128,1,acoustic
0,1.0,word,21,8.141301,pa-bi-ku,128,1,acoustic
1,1.0,word,21,3.9128494,ti-bu-do,128,1,acoustic
2,0.75,part-word,21,4.1732,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,21,37.963287,pi-go-la,128,1,acoustic
0,1.0,word,22,8.249098,pa-bi-ku,128,1,acoustic
1,1.0,word,22,4.102989,ti-bu-do,128,1,acoustic
2,0.75,part-word,22,3.6760986,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,22,43.190834,pi-go-la,128,1,acoustic
0,1.0,word,23,5.925706,pa-bi-ku,128,1,acoustic
1,1.0,word,23,4.2776976,ti-bu-do,128,1,acoustic
2,0.75,part-word,23,3.576806,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,23,52.309826,pi-go-la,128,1,acoustic
0,1.0,word,24,7.5403314,pa-bi-ku,128,1,acoustic
1,1.0,word,24,4.0937715,ti-bu-do,128,1,acoustic
2,0.75,part-word,24,3.677783,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,24,42.657562,pi-go-la,128,1,acoustic
0,1.0,word,25,8.679929,pa-bi-ku,128,1,acoustic
1,1.0,word,25,4.2572985,ti-bu-do,128,1,acoustic
2,0.75,part-word,25,3.705697,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,25,40.845898,pi-go-la,128,1,acoustic
0,1.0,word,26,7.9495635,pa-bi-ku,128,1,acoustic
1,1.0,word,26,3.970439,ti-bu-do,128,1,acoustic
2,0.75,part-word,26,3.800426,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,26,41.121315,pi-go-la,128,1,acoustic
0,1.0,word,27,7.6933436,pa-bi-ku,128,1,acoustic
1,1.0,word,27,3.9922962,ti-bu-do,128,1,acoustic
2,0.75,part-word,27,4.262715,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,27,39.243607,pi-go-la,128,1,acoustic
0,1.0,word,28,7.6867476,pa-bi-ku,128,1,acoustic
1,1.0,word,28,3.9497318,ti-bu-do,128,1,acoustic
2,0.75,part-word,28,4.1376348,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,28,40.084225,pi-go-la,128,1,acoustic
0,1.0,word,29,8.121865,pa-bi-ku,128,1,acoustic
1,1.0,word,29,5.2028236,ti-bu-do,128,1,acoustic
2,0.75,part-word,29,4.2899156,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,29,45.378677,pi-go-la,128,1,acoustic
0,1.0,word,30,5.8096766,pa-bi-ku,128,1,acoustic
1,1.0,word,30,4.1975555,ti-bu-do,128,1,acoustic
2,0.75,part-word,30,3.1728666,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,30,44.58069,pi-go-la,128,1,acoustic
0,1.0,word,31,8.232109,pa-bi-ku,128,1,acoustic
1,1.0,word,31,4.0378466,ti-bu-do,128,1,acoustic
2,0.75,part-word,31,4.0212364,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,31,39.47278,pi-go-la,128,1,acoustic
0,1.0,word,32,8.201697,pa-bi-ku,128,1,acoustic
1,1.0,word,32,4.55368,ti-bu-do,128,1,acoustic
2,0.75,part-word,32,3.7168686,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,32,42.719757,pi-go-la,128,1,acoustic
0,1.0,word,33,7.4975553,pa-bi-ku,128,1,acoustic
1,1.0,word,33,6.5044117,ti-bu-do,128,1,acoustic
2,0.75,part-word,33,5.478567,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,33,49.36769,pi-go-la,128,1,acoustic
0,1.0,word,34,8.763075,pa-bi-ku,128,1,acoustic
1,1.0,word,34,4.6627254,ti-bu-do,128,1,acoustic
2,0.75,part-word,34,3.5830848,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,34,40.259377,pi-go-la,128,1,acoustic
0,1.0,word,35,7.5596733,pa-bi-ku,128,1,acoustic
1,1.0,word,35,6.5374813,ti-bu-do,128,1,acoustic
2,0.75,part-word,35,5.0745244,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,35,51.781982,pi-go-la,128,1,acoustic
0,1.0,word,36,9.081654,pa-bi-ku,128,1,acoustic
1,1.0,word,36,4.909632,ti-bu-do,128,1,acoustic
2,0.75,part-word,36,3.6065202,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,36,40.325615,pi-go-la,128,1,acoustic
0,1.0,word,37,7.9034615,pa-bi-ku,128,1,acoustic
1,1.0,word,37,5.3157616,ti-bu-do,128,1,acoustic
2,0.75,part-word,37,4.245524,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,37,45.49673,pi-go-la,128,1,acoustic
0,1.0,word,38,8.61559,pa-bi-ku,128,1,acoustic
1,1.0,word,38,4.631345,ti-bu-do,128,1,acoustic
2,0.75,part-word,38,3.6834395,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,38,41.923073,pi-go-la,128,1,acoustic
0,1.0,word,39,8.841411,pa-bi-ku,128,1,acoustic
1,1.0,word,39,4.7964063,ti-bu-do,128,1,acoustic
2,0.75,part-word,39,3.7989702,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,39,46.966244,pi-go-la,128,1,acoustic
0,1.0,word,40,6.08509,pa-bi-ku,128,1,acoustic
1,1.0,word,40,4.003056,ti-bu-do,128,1,acoustic
2,0.75,part-word,40,3.6732647,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,40,44.16192,pi-go-la,128,1,acoustic
0,1.0,word,41,7.4370384,pa-bi-ku,128,1,acoustic
1,1.0,word,41,3.9040885,ti-bu-do,128,1,acoustic
2,0.75,part-word,41,4.2540584,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,41,43.52401,pi-go-la,128,1,acoustic
0,1.0,word,42,8.516125,pa-bi-ku,128,1,acoustic
1,1.0,word,42,4.444309,ti-bu-do,128,1,acoustic
2,0.75,part-word,42,3.6701667,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,42,41.60874,pi-go-la,128,1,acoustic
0,1.0,word,43,7.92474,pa-bi-ku,128,1,acoustic
1,1.0,word,43,3.7986932,ti-bu-do,128,1,acoustic
2,0.75,part-word,43,4.2665095,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,43,39.941177,pi-go-la,128,1,acoustic
0,1.0,word,44,8.12037,pa-bi-ku,128,1,acoustic
1,1.0,word,44,4.385643,ti-bu-do,128,1,acoustic
2,0.75,part-word,44,3.701786,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,44,45.27559,pi-go-la,128,1,acoustic
0,1.0,word,45,7.5800138,pa-bi-ku,128,1,acoustic
1,1.0,word,45,4.1511345,ti-bu-do,128,1,acoustic
2,0.75,part-word,45,3.5683393,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,45,47.748756,pi-go-la,128,1,acoustic
0,1.0,word,46,7.580104,pa-bi-ku,128,1,acoustic
1,1.0,word,46,4.1044335,ti-bu-do,128,1,acoustic
2,0.75,part-word,46,3.8442485,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,46,41.326073,pi-go-la,128,1,acoustic
0,1.0,word,47,8.766822,pa-bi-ku,128,1,acoustic
1,1.0,word,47,4.669425,ti-bu-do,128,1,acoustic
2,0.75,part-word,47,3.479383,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,47,43.106064,pi-go-la,128,1,acoustic
0,1.0,word,48,7.6362934,pa-bi-ku,128,1,acoustic
1,1.0,word,48,3.9425712,ti-bu-do,128,1,acoustic
2,0.75,part-word,48,4.050563,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,48,41.586433,pi-go-la,128,1,acoustic
0,1.0,word,49,8.321241,pa-bi-ku,128,1,acoustic
1,1.0,word,49,4.057309,ti-bu-do,128,1,acoustic
2,0.75,part-word,49,3.8507068,tu-da-ro,128,1,acoustic
3,0.752808988764045,part-word,49,39.827797,pi-go-la,128,1,acoustic
0,1.0,word,0,6.3178673,pa-bi-ku,256,1,acoustic
1,1.0,word,0,5.6595798,ti-bu-do,256,1,acoustic
2,0.75,part-word,0,5.9117417,tu-da-ro,256,1,acoustic
3,0.752808988764045,part-word,0,36.63362,pi-go-la,256,1,acoustic
0,1.0,word,1,6.324742,pa-bi-ku,256,1,acoustic
1,1.0,word,1,3.9471986,ti-bu-do,256,1,acoustic
2,0.75,part-word,1,5.116703,tu-da-ro,256,1,acoustic
3,0.752808988764045,part-word,1,30.622982,pi-go-la,256,1,acoustic
0,1.0,word,2,6.6386027,pa-bi-ku,256,1,acoustic
1,1.0,word,2,3.374086,ti-bu-do,256,1,acoustic
2,0.75,part-word,2,4.8881993,tu-da-ro,256,1,acoustic
3,0.752808988764045,part-word,2,41.823105,pi-go-la,256,1,acoustic
0,1.0,word,3,9.878077,pa-bi-ku,256,1,acoustic
1,1.0,word,3,5.182499,ti-bu-do,256,1,acoustic
2,0.75,part-word,3,3.1463594,tu-da-ro,256,1,acoustic
3,0.752808988764045,part-word,3,41.07071,pi-go-la,256,1,acoustic
0,1.0,word,4,6.1729703,pa-bi-ku,256,1,acoustic
1,1.0,word,4,6.760742,ti-bu-do,256,1,acoustic
2,0.75,part-word,4,7.9777193,tu-da-ro,256,1,acoustic
3,0.752808988764045,part-word,4,32.940273,pi-go-la,256,1,acoustic
0,1.0,word,5,8.745348,pa-bi-ku,256,1,acoustic
1,1.0,word,5,4.5384173,ti-bu-do,256,1,acoustic
2,0.75,part-word,5,4.0513377,tu-da-ro,256,1,acoustic
3,0.752808988764045,part-word,5,36.438374,pi-go-la,256,1,acoustic
0,1.0,word,6,9.7999935,pa-bi-ku,256,1,acoustic
1,1.0,word,6,3.4855247,ti-bu-do,256,1,acoustic
2,0.75,part-word,6,3.7247832,tu-da-ro,256,1,acoustic
3,0.752808988764045,part-word,6,40.85739,pi-go-la,256,1,acoustic
0,1.0,word,7,6.504209,pa-bi-ku,256,1,acoustic
1,1.0,word,7,5.6916842,ti-bu-do,256,1,acoustic
2,0.75,part-word,7,4.467887,tu-da-ro,256,1,acoustic
